StrainName,CloneID,ChrisName,LabName,CollectionSite,Species,Soil_Type,Elevation,Elevation_class,Elevation group in meters,Lat_Degrees,Lat_Min,Lon_Degrees,Lon_Min,Date,Lat,Lon,calc_elevation,final_elevation
CBP-1772*,ap_collection17_1,TP8O1B-6,TP8O1B-6,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1773,ap_collection17_3,TP8O1B-7,TP8O1B-7,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1774*,ap_collection17_2,TP8O1B-8,TP8O1B-8,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1776*,ap_collection18_04,TP8O3B-15,TP8O3B-15,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1777*,ap_collection18_03,TP8O3B-8,TP8O3B-8,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1786*,ap_collection18_07,TP8OB-21,TP8O3B-21,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1789*,ap_collection18_10,TP8OB-23,TP8O3B-23,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1790*,ap_collection18_01,TP8OB-24,TP8O3B-24,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1791,ap_collection18_01,TP8OB-24m,TP8O3B-24m,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1792,ap_collection18_01,TP8OB-25,TP8O3B-25,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1795,ap_collection18_01,TP8OB-27,TP8O3B-27,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1796*,ap_collection18_06,TP8OB-28,TP8O3B-28,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1797*,ap_collection18_08,TP8OB-3,TP8O3B-3,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1800*,ap_collection18_02,TP8OB-6,TP8O3B-6,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1801*,ap_collection18_05,TP8OB-7,TP8O3B-7,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1803*,ap_collection18_09,TP8OB-9,TP8O3B-9,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1718*,sp_collection1_3,WR202B-5m,WR202B-5m,WR2O2,spizizenii,Opuntia,,,,,,,,,,,,
CBP-3068*,ia_collection2_13,EC30O2B-D1-2,EC30O2B-D1-2,EC30O2 ,inaquosorum,,,,,,,,,,,,,
